,Unnamed: 0,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre 1,Crew
3611,3611,tt0106350,The Ballad of Little Jo,Maggie Greenwald,The Ballad of Little Jo,1993-01-01,121,6,1644,Drama,Suzy Amis
3612,3612,tt0106370,Because Why,Arto Paragamian,Because Why,1993-01-01,104,5,133,Comedy,Michael Riley
3613,3613,tt0106372,The Bed You Sleep In,Jon Jost,The Bed You Sleep In,1993-01-01,117,7,275,Drama,"Ellen McLaughlin, Jon Jost"
3614,3614,tt0106373,Bedevil,Tracey Moffatt,Bedevil,1993-01-01,90,5,208,Horror,"Diana Davidson, Tracey Moffatt, Diana Davidson"
3615,3615,tt0106378,Beijing Bastards,Yuan Zhang,Beijing zazhong,1993-01-01,88,5,183,Drama,Jian Cui
3616,3616,tt0106379,Being Human,Bill Forsyth,Being Human,1994-01-01,122,5,4142,Comedy,"Vivienne Ritchie, Harry Van Engel, David McGowan, Robin Williams"
3617,3617,tt0106386,Benefit of the Doubt,Jonathan Heap,Benefit of the Doubt,1993-01-01,90,5,626,Thriller,Donald Sutherland
3618,3618,tt0106387,Benny & Joon,Jeremiah S. Chechik,Benny & Joon,1993-01-01,98,7,59807,Comedy,"Barry Berman, Jeff Ament, Johnny Depp"
3619,3619,tt0106389,Berlin in Berlin,Sinan Çetin,Berlin in Berlin,1993-01-01,99,5,1417,Drama,"Hülya Avsar, Sinan Çetin, Hülya Avsar"
3620,3620,tt0106393,Best of the Best II,Robert Radler,Best of the Best II,1993-01-01,101,5,6112,Action,"Jonathan Strauss, Maureen A. Arata, Cristy Thom, Eric Roberts"
3621,3621,tt0106400,The Beverly Hillbillies,Penelope Spheeris,The Beverly Hillbillies,1993-01-01,92,5,19138,Comedy,"Linda Carlson, Leann Hunley, Lorrie Morgan, Diedrich Bader"
3622,3622,tt0106408,Bhaji on the Beach,Gurinder Chadha,Bhaji on the Beach,1993-01-01,101,6,1181,Adventure,"Dean Gatiss, Sarita Khajuria, Raymond Wallbank, Kim Vithana"
3623,3623,tt0106409,A Warrior's Tragedy,Frankie Chan,Bian cheng lang zi,1993-01-01,89,6,105,Action,"Frankie Chan, Lung Ti"
3624,3624,tt0106421,Black Jack: The Movie,Osamu Dezaki,Burakku jakku,1996-01-01,90,6,1042,Animation,Hiroshi Fujioka
3625,3625,tt0106443,De blǾ ulvene,Morten Kolstad,De blǾ ulvene,1993-01-01,95,5,323,Action,"Helle Beck Figenschow, HÃ¥vard Bakke, Håvard Bakke"
3626,3626,tt0106447,"Bodies, Rest & Motion",Michael Steinberg,"Bodies, Rest & Motion",1993-01-01,95,5,2417,Drama,"Sidney Dawson, Scott Johnson, Phoebe Cates"
3627,3627,tt0106450,Body Melt,Philip Brophy,Body Melt,1993-01-01,81,5,3370,Comedy,"Matthew Green, Andrew Daddo, Rosemary Margan, Gerard Kennedy"
3628,3628,tt0106452,Body Snatchers,Abel Ferrara,Body Snatchers,1993-01-01,87,6,20177,Horror,"Kathleen Doyle, Hal Blair, Meg Tilly, Gabrielle Anwar"
3629,3629,tt0106455,Boiling Point,James B. Harris,Boiling Point,1993-01-01,92,5,6277,Action,"Lisa Kaseman, René Bonnell, Wesley Snipes"
3630,3630,tt0106457,The Strange Tale of Oyuki,Kaneto Shindô,BokutÇï kidan,1992-01-01,116,7,171,Biography,"Nobuko Otowa, Yoshiyuki Ômori, Masahiko Tsugawa"
3631,3631,tt0106458,Better Than Escape,Miroslav Lekic,Bolje od bekstva,1993-01-01,110,7,483,Drama,"Zarko Lausevic, Toma Zdravkovic, Zeljka Basic, Zarko Lausevic"
3632,3632,tt0106464,Bopha!,Morgan Freeman,Bopha!,1993-01-01,120,6,988,Drama,"Christopher John Hall, Danny Glover"
3633,3633,tt0106466,Born Yesterday,Luis Mandoki,Born Yesterday,1993-01-01,100,5,4040,Comedy,"Marisol Massey, Ben Bradlee, Melanie Griffith"
3634,3634,tt0106469,Bound by Honor,Taylor Hackford,Bound by Honor,1993-01-01,180,7,32431,Crime,"Gibby Brand, Jesse Borrego, Damian Chapa"
3635,3635,tt0106476,Brandbilen som fÇôrsvann,Hajo Gies,Brandbilen som fÇôrsvann,1993-01-01,90,5,1298,Crime,"Tova Magnusson, Gösta Ekman"
3636,3636,tt0106489,A Bronx Tale,Robert De Niro,A Bronx Tale,1993-01-01,121,7,147010,Crime,"Richard DeDomenico, Elizabeth Abassi, Chazz Palminteri, Robert De Niro"
3637,3637,tt0106497,Buried on Sunday,Paul Donovan,Buried on Sunday,1992-01-01,94,6,166,Comedy,"Paul Donovan, Harvey Kirck, Fred Allen"
3638,3638,tt0106500,CB4,Tamra Davis,CB4,1993-01-01,89,6,9991,Comedy,"Allen Payne, Deezer D, Chris Rock"
3639,3639,tt0106502,Cadillac Girls,Nicholas Kendall,Cadillac Girls,1993-01-01,96,5,129,Drama,Mia Kirshner
3640,3640,tt0106505,Calendar Girl,John Whitesell,Calendar Girl,1993-01-01,90,5,2372,Comedy,"Sean Fox, Jason Priestley"
3641,3641,tt0106511,Canary Season,Evgeni Mihailov,Sezonat na kanarchetata,1993-01-01,128,7,171,Drama,"Ani Vulchanova, Paraskeva Djukelova, Nikolai Valchinov"
3642,3642,tt0106519,Carlito's Way,Brian De Palma,Carlito's Way,1993-01-01,144,7,222895,Crime,"Rick Aviles, Richard Bonynge, Michael Hadge, Al Pacino"
3643,3643,tt0106531,La cavale des fous,Marco Pico,La cavale des fous,1993-01-01,92,5,124,Comedy,Pierre Richard
3644,3644,tt0106534,The Earth's Most Beloved Son,Serban Marinescu,Cel mai iubit dintre pamǽnteni,1993-01-01,138,8,1782,Drama,"Stefan Iordache, Bujor Macrin, Stefan Iordache"
3645,3645,tt0106535,The Cement Garden,Andrew Birkin,The Cement Garden,1993-01-01,105,7,5021,Drama,"Andrew Robertson, Ned Birkin, Andrew Birkin, Charlotte Gainsbourg"
3646,3646,tt0106536,The Cemetery Club,Bill Duke,The Cemetery Club,1993-01-01,107,5,908,Comedy,"Therese Courtney, Glen Z. Gress, Ellen Burstyn"
3647,3647,tt0106537,Century,Stephen Poliakoff,Century,1993-01-01,112,6,405,Drama,Charles Dance
3648,3648,tt0106544,Supercop 2,Stanley Tong,Chiu kup gai wak,1993-01-01,104,6,4172,Action,Michelle Yeoh
3649,3649,tt0106545,Future Cops,Jing Wong,Chiu kap hok hau ba wong,1993-01-01,95,5,1382,Action,"King-Tan Yuen, Dicky Cheung, Ekin Cheng"
3650,3650,tt0106546,Charachar,Buddhadev Dasgupta,Charachar,1994-01-01,97,8,110,Drama,"Buddhadev Dasgupta, Shankar Chakraborty"
3651,3651,tt0106548,Charlie & Louise - Das doppelte Lottchen,Joseph Vilsmaier,Charlie & Louise - Das doppelte Lottchen,1994-01-01,98,5,661,Comedy,"Jay Chew, Oliver Pressmar, Fritzi Eichhorn"
3652,3652,tt0106551,Always on My Mind,Chi Leung 'Jacob' Cheung,Cheung chin fuchai,1993-01-01,104,7,151,Comedy,"John Tang, Si-Pui Jau"
3653,3653,tt0106559,Green Snake,Hark Tsui,Ching se,1993-01-01,99,7,3327,Drama,"Joey Wang, Winnie Hsin, Joey Wang"
3654,3654,tt0106564,Chtoby vyzhit,Vsevolod Plotkin,Chtoby vyzhit,1992-01-01,112,5,132,Action,"Arsen Amaspyuryants, Yakov Goldshteyn, Elena Karavaeshnikova, Vladimir Menshov"
3655,3655,tt0106573,Wild Target,Pierre Salvadori,Cible Ǹmouvante,1993-01-01,87,6,847,Comedy,"Pierre Salvadori, Jean Rochefort"
3656,3656,tt0106582,Cliffhanger,Renny Harlin,Cliffhanger,1993-01-01,113,6,133438,Action,"Max Perlich, Renny Harlin, Jeff Blynn, Sylvester Stallone"
3657,3657,tt0106590,Combination Platter,Tony Chan,Combination Platter,1993-01-01,84,6,165,Drama,Alvin Eng
3658,3658,tt0106598,Coneheads,Steve Barron,Coneheads,1993-01-01,88,5,55794,Comedy,"Jason Alexander, Danielle Aykroyd, Drew Carey, Dan Aykroyd"
3659,3659,tt0106610,Living Together,Carlos Galettini,Convivencia,1994-01-01,97,5,131,Comedy,"Luis Brandoni, José Sacristán"
3660,3660,tt0106611,Cool Runnings,Jon Turteltaub,Cool Runnings,1993-01-01,98,7,107601,Adventure,"Beverly Brown, Jon Turteltaub, Michael Goldberg, John Candy"
3661,3661,tt0106616,The Things of Love: Part 2,Jaime Chávarri,Las cosas del querer 2¶¦ parte,1995-01-01,98,5,124,Drama,"Luis Sanz, Ángela Molina"
3662,3662,tt0106617,Feng huang qin,Qun He,Feng huang qin,1993-01-01,90,7,116,Drama,NONE
3663,3663,tt0106621,Sister Island,Avery Crounse,Cries of Silence,1996-01-01,109,6,179,Drama,Avery Crounse
3664,3664,tt0106627,The Crush,Alan Shapiro,The Crush,1993-01-01,89,5,21081,Drama,"Betty Phillips, Randy Chodak, Amber Benson, Cary Elwes"
3665,3665,tt0106632,Kitchen with Apartment,Philippe Muyl,Cuisine et dǸpendances,1993-01-01,94,7,1855,Comedy,"Philippe Muyl, Jean-Pierre Bacri"
3666,3666,tt0106638,The Custodian,John Dingwall,The Custodian,1993-01-01,109,5,352,Drama,"Nan Gow, Anthony LaPaglia"
3667,3667,tt0106641,How to Be Miserable and Enjoy It,Enrique Urbizu,CÇümo ser infeliz y disfrutarlo,1994-01-01,85,5,105,Comedy,Carmen Maura
3668,3668,tt0106651,The Last Dance,Jûzô Itami,DaibyÇïnin,1993-01-01,116,6,259,Comedy,Rentarô Mikuni
3669,3669,tt0106653,Dalaal,Partho Ghosh,Dalaal,1993-01-01,160,5,133,Action,Mithun Chakraborty
3670,3670,tt0106655,Damini,Rajkumar Santoshi,Damini,1993-01-01,175,7,3711,Crime,"Sunny Deol, Meenakshi Sheshadri"
3671,3671,tt0106658,Don't Stop My Crazy Love for You,Wei Tat Hon,Dong bat chu dik fung ching,1993-01-01,92,5,194,Crime,Yvonne Hung Yung
3672,3672,tt0106660,Dangerous Game,Abel Ferrara,Snake Eyes,1993-01-01,108,5,3997,Drama,"Steve Albert, Juliette Hohnen, Natalie Jarman, Harvey Keitel"
3673,3673,tt0106661,A Dangerous Woman,Stephen Gyllenhaal,A Dangerous Woman,1993-01-01,102,5,1984,Drama,"Naomi Foner, Stephen Gyllenhaal, Debra Winger"
3674,3674,tt0106664,The Dark Half,George A. Romero,The Dark Half,1993-01-01,122,6,18390,Horror,"Lamont Arnold, Rutanya Alda, Glenn Colerider, Timothy Hutton"
3675,3675,tt0106671,Darkness in Tallinn,Ilkka Järvi-Laturi,Tallinn pimeduses,1993-01-01,99,6,449,Comedy,"Ilkka Järvi-Laturi, Tarmo Männard, Salme Poopuu, Ivo Uukkivi"
3676,3676,tt0106673,Dave,Ivan Reitman,Dave,1993-01-01,110,6,54890,Comedy,"Charles Grodin, Kevin Kline, Alan Berger"
3677,3677,tt0106675,Blackfellas,James Ricketson,Blackfellas,1993-01-01,95,6,122,Drama,"James Ricketson, John Moore"
3678,3678,tt0106677,Dazed and Confused,Richard Linklater,Dazed and Confused,1993-01-01,103,7,189252,Comedy,"Joey Lauren Adams, Catherine Avril Morris, Marissa Ribisi, Jason London"
3679,3679,tt0106678,I Don't Want to Talk About It,María Luisa Bemberg,De eso no se habla,1993-01-01,106,6,386,Drama,"Luisina Brando, María Luisa Bemberg, Raúl Outeda, Marcello Mastroianni"
3680,3680,tt0106685,Deadly Advice,Mandie Fletcher,Deadly Advice,1994-01-01,91,6,336,Comedy,"Dillie Keane, Mandie Fletcher, Jane Horrocks"
3681,3681,tt0106693,The Inheritance or Fuckoffguysgoodday,Vera Chytilová,DedictvÇð aneb Kurvahosigutntag,1992-01-01,120,7,2496,Comedy,"Vera Chytilová, Alena Ambrová, Zdenek Junák, Bolek Polívka"
3682,3682,tt0106697,Demolition Man,Marco Brambilla,Demolition Man,1993-01-01,115,6,182363,Action,"Benjamin Bratt, Nigel Hawthorne, Wesley Snipes, Sylvester Stallone"
3683,3683,tt0106701,Dennis the Menace,Nick Castle,Dennis the Menace,1993-01-01,94,5,62713,Comedy,"Mason Gamble, Ernest Chambers, Michael Baugh, Walter Matthau"
3684,3684,tt0106714,Taxi Hunter,Herman Yau,Di shi pan guan,1993-01-01,89,6,634,Crime,Anthony Chau-Sang Wong
3685,3685,tt0106716,Diary of a Maniac,Marco Ferreri,Diario di un vizio,1993-01-01,94,6,288,Comedy,Jerry Calà
3686,3686,tt0106722,Digger,Rob Turner,Digger,1993-01-01,95,5,246,Comedy,"James Lee Stanley, Adam Hann-Byrd"
3687,3687,tt0106723,Dikiy vostok,Rashid Nugmanov,Dikiy vostok,1993-01-01,98,5,120,Action,"Rashid Nugmanov, Aleksandr Sporykhin"
3688,3688,tt0106724,Dil Hi To Hai,Govardhan Asrani,Dil Hi To Hai,1992-01-01,164,5,116,Drama,"Anjana Mumtaz, Anjana Mumtaz"
3689,3689,tt0106727,Dirty Weekend,Michael Winner,Dirty Weekend,1993-01-01,102,5,689,Crime,"Lorraine Doyle, Andrew Neil, Carol Decker, Lia Williams"
3690,3690,tt0106732,Distant Cousins,Andrew Lane,Distant Cousins,1993-01-01,92,5,322,Thriller,Mel Harris
3691,3691,tt0106736,A Diary of Insults,Zdravko Sotra,Dnevnik uvreda 1993,1994-01-01,95,6,213,Drama,"Vidoje Vujovic, Vera Cukic"
3692,3692,tt0106749,DÇônersen Islik Ç?al,Orhan Oguz,DÇônersen Islik Ç?al,1993-01-01,84,7,1852,Drama,"Orhan Oguz, Fikret Kuskan"
3693,3693,tt0106750,The Days,Xiaoshuai Wang,Dongchun de rizi,1993-01-01,85,6,179,Drama,NONE
3694,3694,tt0106770,Dragon: The Bruce Lee Story,Rob Cohen,Dragon: The Bruce Lee Story,1993-01-01,120,7,31809,Action,"Jason Scott Lee, Lauren Holly, Shannon Lee, Jason Scott Lee"
3695,3695,tt0106779,DrÇômkǾken,Peter Dalle,DrÇômkǾken,1993-01-01,101,5,3436,Comedy,"Musse Hasselvall, Carl Jan Granqvist, Björn Skifs"
3696,3696,tt0106780,DrÇômmen om Rita,Jon Lindström,DrÇômmen om Rita,1993-01-01,104,5,108,Comedy,"Sara Brandt, Marika Lagercrantz"
3697,3697,tt0106786,Dyuba-Dyuba,Aleksandr Khvan,Dyuba-Dyuba,1992-01-01,140,6,126,Crime,"Aleksandr Khvan, Roman Grekov, Oleg Menshikov"
3698,3698,tt0106792,Ed and His Dead Mother,Jonathan Wacks,Ed and His Dead Mother,1993-01-01,93,6,2248,Comedy,"Shainee Gabel, Eric Christmas"
3699,3699,tt0106793,Eddie Presley,Jeff Burr,Eddie Presley,1992-01-01,106,5,332,Comedy,"John Lazar, Julie Rhodes, Don Dowe, Duane Whitaker"
3700,3700,tt0106800,Ekattorer Jishu,Nasiruddin Yousuff,Ekattorer Jishu,1993-01-01,100,8,146,Drama,NONE
3701,3701,tt0106810,En compagnie d'Antonin Artaud,Gérard Mordillat,En compagnie d'Antonin Artaud,1993-01-01,90,6,163,Biography,"Raphaël Sorin, Véronique K. Colucci, Gérard Mordillat, Sami Frey"
3702,3702,tt0106820,L'enfant lion,Patrick Grandperret,L'enfant lion,1993-01-01,86,6,301,Family,Jean-René de Fleurieu
3703,3703,tt0106833,Ethan Frome,John Madden,Ethan Frome,1993-01-01,99,6,2202,Drama,"Alexis del Banco, Jay Goede, Liam Neeson"
3704,3704,tt0106839,Gospel According to Harry,Lech Majewski,Gospel According to Harry,1994-01-01,82,6,282,Comedy,"Andy Rivera, Ewa Izykowska, Andy Rivera"
3705,3705,tt0106841,Exorcist Master,Wu Ma,Qu mo dao zhang,1992-01-01,91,5,210,Action,"Hung Yue, Ching-Ying Lam"
3706,3706,tt0106850,Extreme Justice,Mark L. Lester,Extreme Justice,1993-01-01,96,5,1328,Action,"Jill Novick, Lou Diamond Phillips"
3707,3707,tt0106856,Falling Down,Joel Schumacher,Falling Down,1993-01-01,113,7,195104,Action,"Rachel Ticotin, Carole Androsky, Raymond J. Barry, Michael Douglas"
3708,3708,tt0106860,Family Prayers,Scott M. Rosenfelt,Family Prayers,1993-01-01,108,5,177,Drama,"Tzvi Ratner-Stauber, Joe Mantegna"
3709,3709,tt0106866,Fanfan,Alexandre Jardin,Fanfan,1993-01-01,85,6,2979,Comedy,"Marla Glen, Samuel Sogno, Sophie Marceau"
3710,3710,tt0106867,Fantozzi in Heaven,Neri Parenti,Fantozzi in paradiso,1993-01-01,98,5,1552,Comedy,"Plinio Fernando, Anna Mazzamauro, Paolo Paoloni, Paolo Villaggio"
3711,3711,tt0106868,A Far Off Place,Mikael Salomon,A Far Off Place,1993-01-01,100,6,3673,Adventure,"Paul Tingay, Kessia Embry, Reese Witherspoon"
3712,3712,tt0106873,Fatal Instinct,Carl Reiner,Fatal Instinct,1993-01-01,91,5,7775,Comedy,"Harvey Levine, Michael MacLeod, Armand Assante"
3713,3713,tt0106878,Ç? la mode,Rémy Duchemin,Fausto,1993-01-01,82,5,208,Comedy,"Kên Higelin, Kên Higelin"
3714,3714,tt0106880,Fear of a Black Hat,Rusty Cundieff,Fear of a Black Hat,1993-01-01,88,7,4348,Comedy,"Rusty Cundieff, Joseph Anthony Farris, Martin C. Jones, Larry B. Scott"
3715,3715,tt0106881,Fearless,Peter Weir,Fearless,1993-01-01,122,7,23428,Drama,"Isabella Rossellini, Cordis Heard, Anne Kerry Ford, Jeff Bridges"
3716,3716,tt0106902,Fifty/Fifty,Charles Martin Smith,Fifty/Fifty,1992-01-01,101,5,868,Action,"Mr. Os, Ramona Rahman, Peter Weller"
3717,3717,tt0106904,The Son of the Shark,Agnès Merlet,Le fils du requin,1993-01-01,90,6,318,Crime,"Renan Mazéas, Sandrine Blancke"
3718,3718,tt0106908,La fine Çù nota,Cristina Comencini,La fine Çù nota,1993-01-01,97,6,123,Thriller,"Silvana Bosi, Marina Perzy, Giovannella Zannoni, Fabrizio Bentivoglio"
3719,3719,tt0106910,On the Edge of the Horizon,Fernando Lopes,O Fio do Horizonte,1993-01-01,91,6,111,Drama,"Luís Santos, Claude Brasseur"
3720,3720,tt0106912,Fire in the Sky,Robert Lieberman,Fire in the Sky,1993-01-01,109,6,26164,Biography,"Luis Delgado, Craig Sheffer, Robert Biheller"
3721,3721,tt0106915,Firepower,Richard Pepin,Firepower,1993-01-01,95,5,705,Action,"Stephen J. McCarthy, Chad McQueen"
3722,3722,tt0106918,The Firm,Sydney Pollack,The Firm,1993-01-01,154,6,139213,Drama,"Jerry Chipman, Jeanne Tripplehorn, Nanci Griffith, Tom Cruise"
3723,3723,tt0106926,Flesh and Bone,Steve Kloves,Flesh and Bone,1993-01-01,126,6,5962,Drama,"Héctor García, Julia McNeal, Dennis Quaid"
3724,3724,tt0106931,La Florida,George Mihalka,La Florida,1993-01-01,112,5,502,Comedy,"George Mihalka, Rémy Girard"
3725,3725,tt0106934,Fly by Night,Steve Gomer,Fly by Night,1992-01-01,93,5,244,Drama,"Christopher Michael Gerrard, Llewellyn Harrison, Jeffrey D. Sams"
3726,3726,tt0106936,The Legend,Corey Yuen,Fong Sai Yuk,1993-01-01,100,7,8073,Action,"Josephine Siao, Kevin Tsai, Jet Li"
3727,3727,tt0106937,The Legend of Fong Sai-Yuk 2,Corey Yuen,Fong Sai Yuk 2,1993-01-01,95,6,4524,Action,"Michelle Reis, Jennifer Paz, Jet Li"
3728,3728,tt0106941,For Love or Money,Barry Sonnenfeld,For Love or Money,1993-01-01,96,6,14787,Comedy,"Dianne Brill, Beverly Peer, Jean-Pierre Barda, Michael J. Fox"
3729,3729,tt0106946,Forced to Kill,Russell Solberg,Forced to Kill,1994-01-01,93,5,262,Action,"John Garvin Smith, Cynthia J. Blessington"
3730,3730,tt0106949,Stolen Spring,Peter Schrøder,Det forsÇ÷mte forǾr,1993-01-01,89,7,2167,Drama,"Frits Helmuth, Kristian Elbo, Aase Hansen, Frits Helmuth"
3731,3731,tt0106950,Fortress,Stuart Gordon,Fortress,1992-01-01,95,5,29525,Action,"Christopher Lambert, Bettina Mittendorfer, Stuart Gordon, Christopher Lambert"
3732,3732,tt0106953,Frameup,Jon Jost,Frameup,1993-01-01,91,7,198,Crime,NONE
3733,3733,tt0106963,Frauds,Stephan Elliott,Frauds,1993-01-01,90,5,1112,Comedy,"Christina Ormani, Stephan Elliott, Colleen Clifford, Mitchell McMahon"
3734,3734,tt0106965,Free Willy,Simon Wincer,Free Willy,1993-01-01,112,6,78984,Adventure,"Moultrie Patten, Jayne Atkinson, Lori Petty"
3735,3735,tt0106968,Friends,Elaine Proctor,Friends,1993-01-01,105,6,127,Drama,"Dambisa Kente, Kerry Fox"
3736,3736,tt0106969,Fish Out of Water,Erik Clausen,De frigjorte,1993-01-01,97,6,489,Comedy,"Thomas Hedemann, Signe Birkbøll, Niels Martin Carlsen, Erik Clausen"
3737,3737,tt0106977,The Fugitive,Andrew Davis,The Fugitive,1993-01-01,130,7,302354,Action,"Tommy Lee Jones, David U. Hodges, Cress Horne, Harrison Ford"
3738,3738,tt0106979,Full Contact,Rick Jacobson,Full Contact,1993-01-01,96,5,377,Action,"Karen E. Frischmann, Jerry Trimble"
3739,3739,tt0106986,Gardish,Priyadarshan,Gardish,1993-01-01,153,7,901,Action,Jackie Shroff
3740,3740,tt0106989,"Gatica, the Monkey",Leonardo Favio,"Gatica, el mono",1993-01-01,136,7,573,Biography,"Miguel Ángel Lumaldo, Alberto Basail, Edgardo Nieva"
3741,3741,tt0106999,Normal People Are Nothing Exceptional,Laurence Ferreira Barbosa,Les gens normaux n'ont rien d'exceptionnel,1993-01-01,95,6,326,Comedy,"Francis Bouc, Laurence Ferreira Barbosa, Valeria Bruni Tedeschi"
3742,3742,tt0107001,The People at Universal,Felipe Aljure,La gente de la Universal,1991-01-01,110,7,744,Drama,NONE
3743,3743,tt0107002,Germinal,Claude Berri,Germinal,1993-01-01,160,7,5480,Drama,"Claude Berri, Cécile Bois, Fernand Kindt, Renaud"
3744,3744,tt0107004,Geronimo: An American Legend,Walter Hill,Geronimo: An American Legend,1993-01-01,115,6,12444,Drama,"Michael S. Glick, Cary A. Davisson, Davina Smith, Jason Patric"
3745,3745,tt0107005,To the Starry Island,Park Kwang-su,Geu seome gago shibda,1993-01-01,102,7,143,Drama,Park Kwang-su
3746,3746,tt0107007,Gettysburg,Ron Maxwell,Gettysburg,1993-01-01,271,7,29955,Drama,"Royce D. Applegate, David C. Cole, Scott Allan Campbell, Tom Berenger"
3747,3747,tt0107019,GlÇÏdjekÇÏllan,Richard Hobert,GlÇÏdjekÇÏllan,1993-01-01,89,6,345,Drama,"Sven Lindberg, Maj Lindström, Sven Lindberg"
3748,3748,tt0107023,God sobaki,Semyon Aranovich,God sobaki,1994-01-01,133,6,160,Drama,"Aliakper Gasan-Zade, Valentina Kovel, Semyon Aranovich, Inna Churikova"
3749,3749,tt0107025,God's Lonely Man,Francis von Zerneck,God's Lonely Man,1996-01-01,98,6,269,Drama,NONE
3750,3750,tt0107034,The Good Son,Joseph Ruben,The Good Son,1993-01-01,87,6,42999,Drama,"Macaulay Culkin, Jacqueline Brookes, Joseph Ruben, Macaulay Culkin"
3751,3751,tt0107037,Gorilla Bathes at Noon,Dusan Makavejev,Gorilla Bathes at Noon,1993-01-01,83,5,228,Comedy,Svetozar Cvetkovic
3752,3752,tt0107040,Il grande cocomero,Francesca Archibugi,Il grande cocomero,1993-01-01,95,6,542,Drama,"Leo Pescarolo, Francesca Archibugi, Sergio Castellitto"
3753,3753,tt0107042,Great Moments in Aviation,Beeban Kidron,Great Moments in Aviation,1994-01-01,93,6,360,Comedy,"Willie Payne, Muriel Hunte, Vanessa Redgrave"
3754,3754,tt0107045,Grief,Richard Glatzer,Grief,1993-01-01,87,5,356,Comedy,"Sloane Bosniak, Katherine Connella, Craig Chester"
3755,3755,tt0107046,Gross Misconduct,George Miller,Gross Misconduct,1993-01-01,95,5,460,Drama,"Gerard Maguire, Ian McMillan, Fiona Corke, Naomi Watts"
3756,3756,tt0107048,Groundhog Day,Harold Ramis,Groundhog Day,1993-01-01,101,8,645863,Comedy,"Ken Hudson Campbell, Andie MacDowell, Chet Dubowski, Bill Murray"
3757,3757,tt0107050,Grumpy Old Men,Donald Petrie,Grumpy Old Men,1993-01-01,103,7,51224,Comedy,"Richard Fairbrass, Ossie Davis, Joe Howard, Jack Lemmon"
3758,3758,tt0107056,Gui jiao qi,Wu Ma,Gui jiao qi,1993-01-01,93,5,135,Action,Biao Yuen
3759,3759,tt0107057,Guilty as Sin,Sidney Lumet,Guilty as Sin,1993-01-01,107,5,5617,Crime,Rebecca De Mornay
3760,3760,tt0107060,Gumrah,Mahesh Bhatt,Gumrah,1993-01-01,149,6,863,Action,Sanjay Dutt
3761,3761,tt0107068,Down the Drain,Shinobu Yaguchi,Hadashi no pikunikku,1993-01-01,92,6,103,Comedy,"Shinobu Yaguchi, Noboru Iguchi"
3762,3762,tt0107070,Halbe Welt,Florian Flicker,Halbe Welt,1995-01-01,83,6,105,Drama,"Heinrich Strobele, Rainer Egger, Proschat Madani"
3763,3763,tt0107076,Hard Target,John Woo,Hard Target,1993-01-01,97,6,53244,Action,"Lenore Banks, Sean Daniel, John Gallagher, Jean-Claude Van Damme"
3764,3764,tt0107078,HarjunpÇÏÇÏ and the Persecutors,Åke Lindman,HarjunpÇÏÇÏ ja kiusantekijÇÏt,1993-01-01,102,5,135,Crime,"Kari Heiskanen, Vera Jordanova, Kari Heiskanen"
3765,3765,tt0107079,Sugar Hill,Leon Ichaso,Sugar Hill,1993-01-01,123,5,4669,Crime,Wesley Snipes
3766,3766,tt0107080,Harmony Cats,Sandy Wilson,Harmony Cats,1992-01-01,104,6,147,Comedy,"Dalton Fisher, Lisa Brokop, Hoyt Axton"
3767,3767,tt0107084,The Harvest,David Marconi,The Harvest,1993-01-01,97,5,716,Crime,Miguel Ferrer
3768,3768,tt0107085,Slight Fever of a 20-Year-Old,Ryosuke Hashiguchi,Hatachi no binetsu,1993-01-01,114,6,338,Drama,"Yoshihiko Hakamada, Yoshihiko Hakamada"
