,Unnamed: 0,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,Crew,genre
4840,4840,tt0112508,Billy Madison,Tamra Davis,Billy Madison,1995-01-01,89,6,148840,"Tamra Davis, Norm MacDonald, Matthew Ferguson, Adam Sandler","Comedy,NONE,NONE"
4841,4841,tt0112509,Billy's Holiday,Richard Wherrett,Billy's Holiday,1995-01-01,92,5,162,"Russell Page, Jade Gatt, Martin Lewis, Max Cullen","Musical,NONE,NONE"
4842,4842,tt0112515,Black Day Blue Night,J.S. Cardone,Black Day Blue Night,1995-01-01,93,5,664,"George Aguilar, Michael Holmes, Caroline Barclay, Gil Bellows","Adventure,Crime,Drama"
4843,4843,tt0112527,Blood & Donuts,Holly Dale,Blood & Donuts,1995-01-01,89,5,1337,Gordon Currie,"Comedy,Horror,NONE"
4844,4844,tt0112537,Blue Juice,Carl Prechezer,Blue Juice,1995-01-01,90,5,2825,"Andy Bell, Sean Pertwee","Comedy,Drama,Romance"
4845,4845,tt0112546,Mouth to Mouth,Manuel Gómez Pereira,Boca a boca,1995-01-01,106,6,1724,"Aitana Sánchez-Gijón, Jaime Bores, Javier Bardem","Comedy,Romance,NONE"
4846,4846,tt0112553,Bombay,Mani Ratnam,Bombay,1995-01-01,141,8,13090,"Manisha Koirala, Arvind Swami","Drama,Romance,NONE"
4847,4847,tt0112556,Happiness Is in the Field,Étienne Chatiliez,Le bonheur est dans le prǸ,1995-01-01,106,7,2907,"Eddy Mitchell, Étienne Chatiliez, Joël Cantona, Michel Serrault","Comedy,NONE,NONE"
4848,4848,tt0112557,Bonjour Timothy,Wayne Tourell,Bonjour Timothy,1995-01-01,98,6,177,"Angela Bloomfield, Dean O'Gorman","Comedy,Romance,NONE"
4849,4849,tt0112562,The Scent of Joseph's Shirt,Ebrahim Hatamikia,Booy-E Pirahan-E Yusef,1995-01-01,100,6,1689,NONE,"Drama,War,NONE"
4850,4850,tt0112564,Boston Kickout,Paul Hills,Boston Kickout,1995-01-01,110,6,442,"Paul Hills, John Simm","Drama,NONE,NONE"
4851,4851,tt0112568,A Boy Called Hate,Mitch Marcus,A Boy Called Hate,1995-01-01,97,5,313,Scott Caan,"Crime,Drama,Romance"
4852,4852,tt0112571,Boys on the Side,Herbert Ross,Boys on the Side,1995-01-01,115,6,13501,"Toni Childs, Whoopi Goldberg","Comedy,Drama,NONE"
4853,4853,tt0112572,The Brady Bunch Movie,Betty Thomas,The Brady Bunch Movie,1995-01-01,90,6,23272,"Henriette Mantel, Florence Henderson, Eric Nies, Shelley Long","Comedy,NONE,NONE"
4854,4854,tt0112573,Braveheart,Mel Gibson,Braveheart,1995-01-01,178,8,1050177,"Mel Gibson, Angus Macfadyen, Catherine McCormack, Mel Gibson","Biography,Drama,History"
4855,4855,tt0112574,The Break,Lee H. Katzin,The Break,1995-01-01,100,5,319,"Stephanie Warren, Pat Poole, Vitas Gerulaitis, Vincent Van Patten","Drama,Sport,NONE"
4856,4856,tt0112575,Breaking Free,David Mackay,Breaking Free,1995-01-01,106,6,341,"Kathy Johnson, Karl Huddleston, Jeremy London","Drama,NONE,NONE"
4857,4857,tt0112579,The Bridges of Madison County,Clint Eastwood,The Bridges of Madison County,1995-01-01,135,7,84273,"Clint Eastwood, Richard Lage, Phyllis Lyons, Clint Eastwood","Drama,Romance,NONE"
4858,4858,tt0112585,The Brothers McMullen,Edward Burns,The Brothers McMullen,1995-01-01,98,6,8023,"Edward Burns, Maxine Bahns","Comedy,Drama,Romance"
4859,4859,tt0112586,Brothers in Trouble,Udayan Prasad,Brothers in Trouble,1995-01-01,102,6,143,"Udayan Prasad, Om Puri","Comedy,Drama,NONE"
4860,4860,tt0112588,Brylcream Boulevard,Robbe De Hert,Brylcream Boulevard,1995-01-01,95,5,214,"Gerty Christoffels, Paul Michiels, Bert Anciaux, Michael Pas","Comedy,Drama,NONE"
4861,4861,tt0112590,I'm Your Birthday Cake,Wai-Man Yip,Bu dao de de li wu,1995-01-01,94,5,103,NONE,"Comedy,Romance,NONE"
4862,4862,tt0112593,Black Holes,Pappi Corsicato,I buchi neri,1995-01-01,97,6,193,"Luigi Boscaino, Pappi Corsicato, Iaia Forte","Comedy,Drama,Romance"
4863,4863,tt0112600,Burnzy's Last Call,Michael De Avila,Burnzy's Last Call,1995-01-01,85,6,110,"Soozie Tyrell, Chris Noth","Comedy,Drama,NONE"
4864,4864,tt0112602,Bushwhacked,Greg Beeman,Bushwhacked,1995-01-01,90,5,6577,"Blake Bashoff, Michael Galeota, Ari Greenberg, Daniel Stern","Adventure,Comedy,Crime"
4865,4865,tt0112604,Butterfly Kiss,Michael Winterbottom,Butterfly Kiss,1995-01-01,88,6,2029,"Lisa Riley, Joanne Cook, Alistair Donald, Amanda Plummer","Comedy,Drama,Romance"
4866,4866,tt0112606,Bye Bye Love,Sam Weisman,Bye Bye Love,1995-01-01,106,6,6415,"Mary Chapin Carpenter, Cameron Boyd, Marguerite Weisman, Matthew Modine","Comedy,Romance,NONE"
4867,4867,tt0112607,Bye-Bye,Karim Dridi,Bye-Bye,1995-01-01,105,7,242,"Burning Spear, Karim Dridi, Sami Bouajila","Drama,NONE,NONE"
4868,4868,tt0112609,Wild Horses,Marcelo Piñeyro,Caballos salvajes,1995-01-01,122,7,1584,"Jorge Petraglia, Álex Benn, Héctor Alterio","Comedy,Crime,Drama"
4869,4869,tt0112610,Cachito,Enrique Urbizu,Cachito,1996-01-01,95,5,185,"Amara Carmona, Jorge Perugorría","Adventure,Crime,Drama"
4870,4870,tt0112611,Cafe Society,Raymond De Felitta,Cafe Society,1995-01-01,107,5,408,"Raymond De Felitta, Frank Whaley","Drama,Mystery,NONE"
4871,4871,tt0112619,Midaq Alley,Jorge Fons,El CallejÇün de los Milagros,1995-01-01,140,7,3209,"Anna Ciocchetti, Juan Manuel Bernal, Bruno Bichir, Ernesto Gómez Cruz","Drama,Romance,NONE"
4872,4872,tt0112621,Camerieri,Leone Pompucci,Camerieri,1995-01-01,101,6,411,"Paolo Rossi, Regina Bianchi, Leone Pompucci, Paolo Villaggio","Comedy,NONE,NONE"
4873,4873,tt0112625,Candyman: Farewell to the Flesh,Bill Condon,Candyman: Farewell to the Flesh,1995-01-01,95,5,13642,"Kelly Rowan, Glen Gomez, Steven Hartman, Tony Todd","Horror,Thriller,NONE"
4874,4874,tt0112637,Carrington,Christopher Hampton,Carrington,1995-01-01,121,6,5604,"Michael Holroyd, Gary Turner, Emma Thompson","Biography,Drama,Romance"
4875,4875,tt0112640,Una casa en las afueras,Pedro Costa,Una casa en las afueras,1995-01-01,97,5,156,"Tania Henche, Montserrat Buscató, Pedro Costa, Juan Echanove","Drama,Thriller,NONE"
