,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre 1,Crew
8170,tt0171922,The Wife of an Important Man,Mohamed Khan,Zawgat Ragoul Mohem,1987-01-01,115,7,1593,Drama,Mervat Amin
8172,tt0172234,Chaahat,Mahesh Bhatt,Chaahat,1996-01-01,151,5,3028,Drama,Naseeruddin Shah
8175,tt0172396,The End of the Affair,Neil Jordan,The End of the Affair,1999-01-01,102,7,23313,Drama,"Alfonso D'Artega, Ralph Fiennes"
8178,tt0172493,"Girl, Interrupted",James Mangold,"Girl, Interrupted",1999-01-01,127,7,195254,Biography,"Angelina Jolie, Steve Altes, Winona Ryder"
8179,tt0172495,Gladiator,Ridley Scott,Gladiator,2000-01-01,155,8,1523808,Action,"Ridley Scott, Russell Crowe, Connie Nielsen"
8184,tt0172632,Joe Gould's Secret,Stanley Tucci,Joe Gould's Secret,2000-01-01,104,6,1619,Drama,"Marc Alan Austen, Patrick Tovatt, Terry Gibbs, Ian Holm"
8185,tt0172684,Kuch Kuch Hota Hai,Karan Johar,Kuch Kuch Hota Hai,1998-01-01,177,7,54285,Comedy,"Alka Yagnik, Karan Johar, Sana Saeed, Shah Rukh Khan"
8187,tt0172726,Light It Up,Craig Bolotin,Light It Up,1999-01-01,99,6,3810,Drama,"Amil, Dan De Casual, Eriq F. Prince, Usher"
8188,tt0172761,Major Saab,Tinnu Anand,Major Saab,1998-01-01,165,5,2242,Action,Amitabh Bachchan
8190,tt0173024,Visitor of a Museum,Konstantin Lopushanskiy,Posetitel muzeya,1989-01-01,136,7,1222,Drama,"Valery Yurkevich, Viktor Mikhaylov"
8191,tt0173080,Pyaar Kiya To Darna Kya,Sohail Khan,Pyaar Kiya To Darna Kya,1998-01-01,162,6,5597,Action,"Kamaal Khan, Nirmal Pandey, Sohail Khan, Salman Khan"
8192,tt0173081,Pyaar To Hona Hi Tha,Anees Bazmee,Pyaar To Hona Hi Tha,1998-01-01,156,6,3420,Comedy,Ajay Devgn
8193,tt0173102,Raju Ban Gaya Gentleman,Aziz Mirza,Raju Ban Gaya Gentleman,1992-01-01,152,6,7986,Comedy,Shah Rukh Khan
8196,tt0173283,Swarg,David Dhawan,Swarg,1990-01-01,160,6,1583,Drama,Rajesh Khanna
8200,tt0173714,Cats,David Mallet,Cats,1998-01-01,120,7,5745,Musical,"Rosemarie Ford, Jo Bingham, Aeva May, Elaine Paige"
8202,tt0173716,Cecil B. Demented,John Waters,Cecil B. Demented,2000-01-01,87,6,16137,Comedy,"Eric Barry, Conrad Karlson, Ray Felton, Melanie Griffith"
8212,tt0174268,The Third Miracle,Agnieszka Holland,The Third Miracle,1999-01-01,119,6,3433,Drama,Patrik Minar
8214,tt0174330,Venus Beauty Institute,Tonie Marshall,VǸnus beautǸ (institut),1999-01-01,105,6,4300,Comedy,"Tonie Marshall, Nathalie Baye"
8215,tt0174480,Autumn in New York,Joan Chen,Autumn in New York,2000-01-01,103,5,27253,Drama,"Harry Burney, Deanna Canterman, Allison Burnett, Richard Gere"
8221,tt0174856,The Hurricane,Norman Jewison,The Hurricane,1999-01-01,146,7,99108,Biography,"Ruth Brown, Ann Holloway, John Hannah, Denzel Washington"
8223,tt0174931,Frivolous Lola,Tinto Brass,Monella,1998-01-01,105,5,4110,Comedy,"Anna Ammirati, Anna Ammirati"
8225,tt0175142,Scary Movie,Keenen Ivory Wayans,Scary Movie,2000-01-01,88,6,269068,Comedy,"Reg Tupper, Carmen Electra, Shannon Elizabeth, Anna Faris"
8228,tt0175317,Walking Across Egypt,Arthur Allan Seidelman,Walking Across Egypt,1999-01-01,100,7,1282,Comedy,"Ron Dante, Patrick David, Clyde Edgerton"
8231,tt0175526,Cherry Falls,Geoffrey Wright,Cherry Falls,2000-01-01,92,5,14116,Horror,"Christian Durango, Steve Boles, Margaret Molster, Brittany Murphy"
8234,tt0175536,Freeway II: Confessions of a Trickbaby,Matthew Bright,Freeway II: Confessions of a Trickbaby,1999-01-01,97,5,3225,Comedy,"Taylor Locke, Natasha Lyonne"
8238,tt0175877,Made Men,Louis Morneau,Made Men,1999-01-01,91,5,1834,Action,"Cissy Wellman, Jim Belushi"
8240,tt0175880,Magnolia,Paul Thomas Anderson,Magnolia,1999-01-01,188,8,317856,Drama,"William H. Macy, Cory Buck, Philip Baker Hall, Tom Cruise"
8242,tt0175996,The Other Conquest,Salvador Carrasco,La otra conquista,1998-01-01,105,6,1178,Drama,NONE
8247,tt0176415,The Grandfather,José Luis Garci,El abuelo,1998-01-01,151,7,2009,Drama,"Cristina Cruz, Rafael Alonso, José Luis Garci, Fernando Fernán Gómez"
8248,tt0176422,Alice and Martin,André Téchiné,Alice et Martin,1998-01-01,124,6,1847,Drama,"Kevin Goffette, Juliette Binoche"
8249,tt0176426,All the Rage,James D. Stern,All the Rage,1999-01-01,99,5,1894,Comedy,Joan Allen
8256,tt0176783,Gossip,Davis Guggenheim,Gossip,2000-01-01,90,5,16949,Drama,"Jessica Greco, Norma Dell'Agnese, Mairon Bennett, James Marsden"
8258,tt0176809,A Hero Never Dies,Johnnie To,Chan sam ying hung,1998-01-01,86,7,1243,Action,"Fiona Leung, Leon Lai"
8265,tt0177215,Seven Girlfriends,Paul Lazarus,Seven Girlfriends,1999-01-01,99,5,1493,Comedy,"Robert Peralta, Karen Brewer, Laura Leighton"
8266,tt0177242,Sun Alley,Leander Haußmann,Sonnenallee,1999-01-01,101,6,7068,Comedy,"Benno Frevert, Susanne Kaps, Leander Haußmann, Alexander Scheer"
8271,tt0177347,Breaking Out,Daniel Lind Lagerlöf,VÇÏgen ut,1999-01-01,105,6,2255,Comedy,"Nicklas Dal, Oliver Loftéen, John Galva, Björn Kjellman"
8275,tt0177511,The Glass Agency,Ebrahim Hatamikia,Ajans-E Shisheh-I,1998-01-01,114,7,7046,Action,"Reza Kianian, Ebrahim Hatamikia, Parviz Parastui"
8281,tt0177746,Children of the Century,Diane Kurys,Les enfants du siÇùcle,1999-01-01,135,6,1861,Biography,"Victoire Thivisol, Stefano Dionisi, Costanza Sebastiani, Juliette Binoche"
8282,tt0177747,Between Your Legs,Manuel Gómez Pereira,Entre las piernas,1999-01-01,115,6,2978,Drama,"Àngels Bassas, Iñaki Gabilondo, Beatriz Bergamín, Victoria Abril"
8283,tt0177749,Enlightenment Guaranteed,Doris Dörrie,Erleuchtung garantiert,1999-01-01,109,7,1336,Comedy,Uwe Ochsenknecht
8285,tt0177789,Galaxy Quest,Dean Parisot,Galaxy Quest,1999-01-01,102,7,167906,Adventure,"Dian Bachar, Lesley Aletter, Jed Rees, Tim Allen"
8287,tt0177845,Hotel Splendide,Terence Gross,Hotel Splendide,2000-01-01,98,6,1417,Comedy,"Salo Gardner, Toni Collette"
8288,tt0177858,In July,Fatih Akin,Im Juli,2000-01-01,99,7,22386,Adventure,"Moritz Bleibtreu, Julia Bähre, Sándor Badár, Moritz Bleibtreu"
8292,tt0177971,The Perfect Storm,Wolfgang Petersen,The Perfect Storm,2000-01-01,130,6,171548,Action,"Keith A. Wester, Jim Argenbright, Josh Hopkins, George Clooney"
8293,tt0178022,Siam Sunset,John Polson,Siam Sunset,1999-01-01,91,6,1217,Adventure,"Roger Cardwell, Linus Roache"
8294,tt0178031,In Heaven as It Is on Earth,Jacek Bromski,U Pana Boga za piecem,1998-01-01,100,6,1078,Comedy,"Aleksander Chochlow, Andrzej Beja-Zaborski, Tadeusz Chmielewski, Jan Wieczorkowski"
8295,tt0178043,Stranger Than Fiction,Eric Bross,Stranger Than Fiction,2000-01-01,90,6,1323,Comedy,Mackenzie Astin
8296,tt0178050,Sunset Strip,Adam Collis,Sunset Strip,2000-01-01,90,5,1726,Comedy,Simon Baker
8309,tt0178737,Mansfield Park,Patricia Rozema,Mansfield Park,1999-01-01,112,7,24792,Comedy,"Harold Pinter, Patricia Rozema, Bruce Byron, Frances O'Connor"
8311,tt0178868,Ringu,Hideo Nakata,Ringu,1998-01-01,96,7,72772,Horror,"Makoto Kakeda, Mantarô Koichi, Matsuyû, Nanako Matsushima"
8312,tt0178988,Whiteboyz,Marc Levin,Whiteboyz,1999-01-01,92,5,1925,Comedy,"Steve Mahicu, Brooke Byam, Danny Hoch"
8317,tt0179116,But I'm a Cheerleader,Jamie Babbit,But I'm a Cheerleader,1999-01-01,85,6,35335,Comedy,"Dante Basco, RuPaul, Sarah Cracknell, Natasha Lyonne"
8321,tt0179182,Forever Mine,Paul Schrader,Forever Mine,1999-01-01,115,5,2638,Crime,Joseph Fiennes
8329,tt0179841,Harem Suare,Ferzan Özpetek,Harem Suare,1999-01-01,125,6,2990,Drama,"Serra Yilmaz, Marie Gillain"
8332,tt0179955,Cat City,Béla Ternovszky,MacskafogÇü,1986-01-01,96,8,10258,Adventure,"Júlia Postásy, Csaba Szórády, Miklós Benedek"
8335,tt0180037,Paperback Hero,Antony J. Bowman,Paperback Hero,1999-01-01,96,6,2263,Comedy,"Leon Delaney, Frank Ifield, Claudia Karvan"
8337,tt0180073,Quills,Philip Kaufman,Quills,2000-01-01,124,7,55306,Biography,"Geoffrey Rush, Jane Menelaus, Des McAnuff, Geoffrey Rush"
8338,tt0180093,Requiem for a Dream,Darren Aronofsky,Requiem for a Dream,2000-01-01,102,8,855900,Drama,"Jennifer Connelly, Ben Barenholtz, Jared Leto, Ellen Burstyn"
8348,tt0180659,Druga Zikina dinastija,Zoran Calic,Druga Zikina dinastija,1986-01-01,90,7,1795,Comedy,Dragomir Bojanic-Gidra
8349,tt0180668,Elvis Gratton II: Miracle Çÿ Memphis,Pierre Falardeau,Elvis Gratton II: Miracle Çÿ Memphis,1999-01-01,105,5,1047,Comedy,"Yves Trudel, Julien Poulin"
8355,tt0180748,In China They Eat Dogs,Lasse Spang Olsen,I Kina spiser de hunde,1999-01-01,91,7,22318,Action,"B.S. Christiansen, Dejan Cukic, Preben Harris, Kim Bodnia"
8364,tt0180837,Bossa Nova,Bruno Barreto,Bossa Nova,2000-01-01,95,6,1835,Comedy,"Fernanda Young, Djavan, Rogério Cardoso, Amy Irving"
8369,tt0180924,Poslednji krug u Monci,Aleksandar Boskovic,Poslednji krug u Monci,1989-01-01,102,7,1714,Action,"Aleksandar Boskovic, Ljubomir Cipranic, Milan 'Caci' Mihailovic, Dragan Nikolic"
8372,tt0181034,Sulude godine,Zoran Calic,Sulude godine,1988-01-01,83,5,1144,Comedy,Dragomir Bojanic-Gidra
8373,tt0181049,Tight Skin 2,Milan Zivkovic,Tesna koza 2,1987-01-01,87,7,1905,Comedy,"Vlasta Velisavljevic, Sinisa Pavic, Nikola Simic"
8374,tt0181050,Tesna koza 3,Aleksandar Djordjevic,Tesna koza 3,1988-01-01,95,7,1835,Comedy,"Milan 'Lane' Gutovic, Bogdan Kuzmanovic, Nikola Simic"
8375,tt0181051,Tight Skin 4,Milan Zivkovic,Tesna koza 4,1991-01-01,90,7,1621,Comedy,"Snezana Babic-Sneki, Nikola Simic"
8377,tt0181080,Three Tickets to Hollywood,Bozidar 'Bota' Nikolic,Tri karte za Hollywood,1993-01-01,118,7,2141,Comedy,"Jelisaveta Tatic, Branislav Lecic"
8379,tt0181151,What Planet Are You From?,Mike Nichols,What Planet Are You From?,2000-01-01,105,5,9658,Comedy,"Cathy Ladman, Bil Dwyer, Scott Mahoney, Garry Shandling"
8384,tt0181315,Subspecies 4: Bloodstorm,Ted Nicolaou,Subspecies: The Awakening,1998-01-01,85,5,1411,Fantasy,"Denice Duff, Anders Hove"
8385,tt0181316,Blue Streak,Les Mayfield,Blue Streak,1999-01-01,93,6,85404,Action,"Tamala Jones, Jane Carr, Jermaine Dupri, Martin Lawrence"
8386,tt0181322,The Breaks,Eric Meza,The Breaks,1999-01-01,86,6,1310,Comedy,"Mitch Mullany, Anthony Anderson"
8387,tt0181328,Boulevard of the Revolution,Vladimir Blazevski,Bulevar revolucije,1992-01-01,99,7,1197,Drama,"Vladimir Blazevski, Ratislava Gacic, Bojana Maljevic"
8388,tt0181396,But Forever in My Mind,Gabriele Muccino,Come te nessuno mai,1999-01-01,88,6,1650,Comedy,Silvio Muccino
8391,tt0181530,East/West,Régis Wargnier,Est - Ouest,1999-01-01,121,7,4980,Adventure,"Atanass Atanassov, Erwan Baynaud, Ivan Petrov, Oleg Menshikov"
8393,tt0181536,Finding Forrester,Gus Van Sant,Finding Forrester,2000-01-01,136,7,87461,Drama,"Peer Raben, Rob Brown, Charles Bernstein, Sean Connery"
8394,tt0181547,From the Edge of the City,Constantine Giannaris,Apo tin akri tis polis,1998-01-01,94,6,1430,Crime,Constantine Giannaris
8399,tt0181618,Judy Berlin,Eric Mendelsohn,Judy Berlin,1999-01-01,93,6,1084,Comedy,"Judy Graubart, Brett Lustig, Barbara Barrie"
8407,tt0181830,Solomon & Gaenor,Paul Morrison,Solomon and Gaenor,1999-01-01,105,6,1409,Drama,"Paul Morrison, Arwyn Davies, Ioan Gruffudd"
8408,tt0181836,The Specials,Craig Mazin,The Specials,2000-01-01,82,5,2430,Action,"Melissa St. Hilaire, Valerie Long, Thomas Bodmer, Rob Lowe"
8409,tt0181845,A Holy Place,Djordje Kadijevic,Sveto mesto,1990-01-01,90,7,1146,Drama,"Djordje Kadijevic, Danilo Lazovic, Dragan Jovanovic"
8410,tt0181865,Traffic,Steven Soderbergh,Traffic,2000-01-01,147,7,211198,Crime,"Michael Douglas, Steven Bauer, Benjamin Bratt, Michael Douglas"
8412,tt0181875,Almost Famous,Cameron Crowe,Almost Famous,2000-01-01,122,7,281962,Adventure,"Bernie Taupin, Cameron Crowe, Billy Crudup"
8419,tt0181960,After the Rain,Takashi Koizumi,Ame agaru,1999-01-01,91,7,4258,Drama,"Yoshiko Miyazaki, Shirô Mifune, Akira Terao"
8420,tt0181984,Boiler Room,Ben Younger,Boiler Room,2000-01-01,120,7,54593,Crime,"Ernie Andrews, Giovanni Ribisi, Lord Jamar"
8423,tt0182251,When One Falls in Love,Deepak Sareen,Jab Pyaar Kisise Hota Hai,1998-01-01,154,5,2910,Comedy,Salman Khan
8424,tt0182295,Love's Labour's Lost,Kenneth Branagh,Love's Labour's Lost,2000-01-01,93,5,4751,Comedy,"Daisy Gough, Alessandro Nivola"
8427,tt0182508,Urbania,Jon Shear,Urbania,2000-01-01,103,6,3108,Drama,"David T. Catapano, Dan Futterman"
8430,tt0182789,Bicentennial Man,Chris Columbus,Bicentennial Man,1999-01-01,132,6,120154,Drama,"Hallie Eisenberg, Aretha Franklin, Embeth Davidtz, Robin Williams"
8434,tt0183056,Esther Kahn,Arnaud Desplechin,Esther Kahn,2000-01-01,157,6,1036,Drama,"Deirdre Doone, Summer Phoenix"
8438,tt0183306,Jinnah,Jamil Dehlavi,Jinnah,1998-01-01,110,7,3013,Biography,"Vaneeza Ahmad, Khayyam Sarhadi, Sam Dastor, Christopher Lee"
8441,tt0183503,Me Myself I,Pip Karmel,Me Myself I,1999-01-01,104,6,2649,Comedy,"Jo Hall, Trent Sullivan, Rachel Griffiths"
8443,tt0183523,Mission to Mars,Brian De Palma,Mission to Mars,2000-01-01,114,5,74586,Adventure,"Michael Anthony, Story Musgrave, John R. Woodward, Tim Robbins"
8448,tt0183659,Pollock,Ed Harris,Pollock,2000-01-01,122,7,28786,Biography,"Matthew Sussman, Marcia Gay Harden, Barbara Turner, Ed Harris"
8450,tt0183869,Taxi 2,Gérard Krawczyk,Taxi 2,2000-01-01,88,6,57057,Action,"Jacques Buron, Michel Elias, Jean-Christophe Bouvet, Samy Naceri"
8461,tt0184503,Gamera 3: Revenge of Iris,Shûsuke Kaneko,Gamera 3: Jashin kakusei,1999-01-01,108,7,3016,Fantasy,"Nozomi Andô, Norito Yashima, Shinobu Nakayama"
8462,tt0184526,Gorgeous,Vincent Kok,Boh lei chun,1999-01-01,121,6,13316,Action,"Asuka Higuchi, Edmond So, Sung-Young Chen, Jackie Chan"
8464,tt0184756,Mr. Muhsin,Yavuz Turgul,Muhsin Bey,1987-01-01,119,8,11161,Comedy,"Abdurrahman Keskiner, Tayfun Coragan, Sermin Hürmeriç, Dogu Erkan"
8466,tt0184858,Reindeer Games,John Frankenheimer,Reindeer Games,2000-01-01,104,5,41063,Action,"Howard Blank, Angela Allen, Josh Skye, Ben Affleck"
8467,tt0184872,Rurouni Kenshin: Requiem for the Ishin Patriots,Tsuji Hajiki,RurÇïni Kenshin: Ishin shishi e no Requiem,1997-01-01,90,7,2798,Action,"Kaori Yuasa, Judson Jones, Mayo Suzukaze"
8468,tt0184894,Shanghai Noon,Tom Dey,Shanghai Noon,2000-01-01,110,6,130353,Action,"Alex Green, Jason Connery, Kathy Ringer, Jackie Chan"
8469,tt0184907,Snow Day,Chris Koch,Snow Day,2000-01-01,89,5,13183,Adventure,"J. Adam Brown, Justin Jeffre, Hoku, Chevy Chase"
8473,tt0185014,Wonder Boys,Curtis Hanson,Wonder Boys,2000-01-01,107,7,65250,Comedy,"Curtis Hanson, Lenora Nemetz, Casey Brown, Michael Douglas"
8474,tt0185101,Pups,Ash Baron-Cohen,Pups,1999-01-01,99,6,1762,Action,"Kevin Kennedy, Adam Farrar, Ash Baron-Cohen, Mischa Barton"
8475,tt0185125,All About My Mother,Pedro Almodóvar,Todo sobre mi madre,1999-01-01,101,7,99079,Drama,"Rosa Maria Sardà, Cecilia Roth, Toni Cantó"
8480,tt0185335,Ghulam-E-Musthafa,Partho Ghosh,Ghulam-E-Musthafa,1997-01-01,162,6,1255,Action,Nana Patekar
8482,tt0185371,House on Haunted Hill,William Malone,House on Haunted Hill,1999-01-01,93,5,58225,Crime,"William Malone, Lisa Loeb, Taye Diggs, Geoffrey Rush"
8484,tt0185431,Little Nicky,Steven Brill,Little Nicky,2000-01-01,90,5,108212,Comedy,"Leah Lail, Adam Sandler, Lewis Arquette"
8490,tt0185584,Peculiarities of the National Fishing,Aleksandr Rogozhkin,Osobennosti natsionalnoy rybalki,1998-01-01,94,7,3831,Comedy,"Sergei Gusinskiy, Viktor Bychkov, Aleksey Buldakov"
8495,tt0186045,Drowning Mona,Nick Gomez,Drowning Mona,2000-01-01,96,5,15023,Comedy,"Lisa Rieffel, Nick Gomez, Danny DeVito"
8496,tt0186151,Frequency,Gregory Hoblit,Frequency,2000-01-01,118,7,110939,Crime,"Janet Zdyb, Beau Holden, Dennis Quaid"
8497,tt0186183,The Guilty,Anthony Waller,The Guilty,2000-01-01,108,6,3680,Crime,"Anthony Waller, Jaimz Woolvett, Ermanno Mauro, Bill Pullman"
8499,tt0186253,Jesus' Son,Alison Maclean,Jesus' Son,1999-01-01,107,6,7320,Drama,"Tommy Roe, Todd Berry, Brooke Rachel Shive, Billy Crudup"
8504,tt0186566,Space Cowboys,Clint Eastwood,Space Cowboys,2000-01-01,130,6,83294,Action,"Rick Braun, Eli Craig, James Garner, Clint Eastwood"
8507,tt0186730,It All Starts Today,Bertrand Tavernier,Ç?a commence aujourd'hui,1999-01-01,117,7,2805,Drama,"Philippe Torreton, Philippe Torreton"
8508,tt0186894,Bounce,Don Roos,Bounce,2000-01-01,106,5,21207,Drama,"Tara MacLean, Ben Affleck"
8510,tt0186975,Down to You,Kris Isacsson,Down to You,2000-01-01,91,5,15380,Comedy,"Julian Michael Caiazzo, Billie Myers, Freddie Prinze Jr."
8511,tt0187078,Gone in 60 Seconds,Dominic Sena,Gone in Sixty Seconds,2000-01-01,118,6,284055,Action,"Todd Toon, Scott Rosenberg, James Duval, Nicolas Cage"
8513,tt0187115,Kshana Kshanam,Ram Gopal Varma,Kshana Kshanam,1991-01-01,158,8,1970,Action,"Ram Gopal Varma, Sridevi"
8517,tt0187227,Laadla,Raj Kanwar,Laadla,1994-01-01,169,5,1346,Drama,Anil Kapoor
8518,tt0187231,Barking at the Stars,Zdravko Sotra,Lajanje na zvezde,1998-01-01,95,8,7817,Comedy,"Petar Cvejic, Rastko Jankovic, Dijana Marojevic, Dragan Micanovic"
8523,tt0187393,The Patriot,Roland Emmerich,The Patriot,2000-01-01,165,7,281012,Action,"Joely Richardson, Adam Baldwin, Jason Isaacs, Mel Gibson"
8526,tt0187457,Nothing About Robert,Pascal Bonitzer,Rien sur Robert,1999-01-01,107,6,1044,Comedy,"Pascal Bonitzer, Fabrice Luchini"
8533,tt0187601,The Escort,Michel Blanc,Mauvaise passe,1999-01-01,100,6,1307,Drama,Daniel Auteuil
8534,tt0187696,Anatomy,Stefan Ruzowitzky,Anatomie,2000-01-01,103,6,13677,Horror,"James Jacobs, Berrin Alganer-Lenz, Karl Friedrich, Franka Potente"
8535,tt0187712,Beefcake,Thom Fitzgerald,Beefcake,1998-01-01,91,6,1048,Drama,"Dreux Ellis, Jane Kansas, Joe Leitel, Daniel MacIvor"
8537,tt0187809,The Pear Tree,Dariush Mehrjui,Derakhte Golabi,1998-01-01,95,7,1513,Drama,"Amir Ali Ghezelayagh, Maliheh Nazari, Homayoun Ershadi"
8540,tt0188027,Late Show,Helmut Dietl,Late Show,1999-01-01,111,5,1039,Comedy,Thomas Gottschalk
8541,tt0188030,Butterfly,José Luis Cuerda,La lengua de las mariposas,1999-01-01,96,7,9310,Drama,"Antonio Lagares, Manuel Rivas, Rafael Azcona, Manuel Lozano"
8543,tt0188055,Mercy,Damian Harris,Mercy,2000-01-01,117,5,2288,Mystery,"Lacey Von Erich, Ellen Barkin"
8556,tt0188503,The Quiet Family,Jee-woon Kim,Choyonghan kajok,1998-01-01,101,7,5539,Comedy,"Yun-seong Lee, In-hwan Park"
8558,tt0188568,Rage,Slobodan Skerlic,Do koske,1997-01-01,97,7,2209,Action,"Nebojsa Bakocevic, Slobodan Skerlic, Lazar Ristovski"
8563,tt0188640,Godzilla 2000: Millennium,Takao Okawara,Gojira ni-sen mireniamu,1999-01-01,99,6,8591,Action,"Ken'ichi Nagira, Kenichi Ishii, Bengal, Takehiro Murata"
8564,tt0188653,Journey to the Sun,Yesim Ustaoglu,GǬnese Yolculuk,1999-01-01,104,7,1828,Drama,"Vlatko Stefanovski, Jacek Petrycki, Ara Güler"
8565,tt0188674,Human Traffic,Justin Kerrigan,Human Traffic,1999-01-01,99,7,25534,Comedy,"Lorraine Pilkington, Jan Anderson, Carl Cox, John Simm"
8570,tt0188863,Love Stinks,Jeff Franklin,Love Stinks,1999-01-01,94,5,5377,Comedy,"Kevin P. Farley, Terry Crisp, Shae Marks, French Stewart"
8576,tt0189142,Marcel Proust's Time Regained,Raúl Ruiz,"Le temps retrouvǸ, d'aprÇùs l'oeuvre de Marcel Proust",1999-01-01,169,6,2712,Drama,"Georges Du Fresne, Dominique Labourier, Catherine Deneuve"
8577,tt0189153,Wheels,Djordje Milosavljevic,Tockovi,1998-01-01,92,7,2599,Comedy,"Djordje Milosavljevic, Félix Lajkó, Dragan Micanovic"
8581,tt0189492,Dushman,Tanuja Chandra,Dushman,1998-01-01,145,6,2060,Crime,Kajol
8584,tt0189584,The Big Kahuna,John Swanbeck,The Big Kahuna,1999-01-01,90,6,14729,Comedy,Kevin Spacey
8585,tt0189592,Hum Aapke Dil Mein Rehte Hain,Satish Kaushik,Hum Aapke Dil Mein Rehte Hain,1999-01-01,168,5,1716,Drama,Anil Kapoor
8586,tt0189630,Kadosh,Amos Gitai,Kadosh,1999-01-01,110,6,1837,Comedy,"Eliette Abecassis, Uri Klauzner, Yaël Abecassis, Yaël Abecassis"
8587,tt0189633,Kareeb,Vidhu Vinod Chopra,Kareeb,1998-01-01,145,6,1190,Drama,Bobby Deol
8589,tt0189744,Miss Julie,Mike Figgis,Miss Julie,1999-01-01,103,6,1589,Drama,"Tam Dean Burn, Richard Burnett, Saffron Burrows"
8590,tt0189764,Rebirth of Mothra III,Okihiro Yoneda,Mosura 3: Kingu Gidora raishu,1998-01-01,99,5,1011,Adventure,"Misato Tate, Aki Hano, Atsushi Ohnita, Kôichi Ueda"
8593,tt0189916,Maybe,Cédric Klapisch,Peut-Ǧtre,1999-01-01,109,5,1668,Comedy,"Marceline Loridan Ivens, Renée Le Calm, Ann'So, Jean-Paul Belmondo"
8597,tt0189981,Scarfies,Robert Sarkies,Scarfies,1999-01-01,94,6,1145,Action,"Ashleigh Seagar, Jeff Wilson, Mark Neilson"
8598,tt0189998,Shadow of the Vampire,E. Elias Merhige,Shadow of the Vampire,2000-01-01,92,6,42824,Drama,"Aden Gillett, Patrick Hastert, John Malkovich"
8600,tt0190138,The Whole Nine Yards,Jonathan Lynn,The Whole Nine Yards,2000-01-01,98,6,123753,Comedy,"Natasha Henstridge, Rosanna Arquette, Andrew Stevens, Bruce Willis"
8603,tt0190268,Birdcage Inn,Kim Ki-duk,Paran daemun,1998-01-01,105,6,1924,Drama,"Ji-eun Lee, Ji-eun Lee"
8605,tt0190332,"Crouching Tiger, Hidden Dragon",Ang Lee,Wo hu cang long,2000-01-01,120,7,274364,Action,"Ang Lee, Matt Magnolia, Peter Pau, Chow Yun-Fat"
8606,tt0190346,The Dancer,Frédéric Garson,The Dancer,2000-01-01,89,5,1054,Drama,"Juliet Dunn, Jessica Kaplan, Mia Frye"
8608,tt0190419,Ghulam,Vikram Bhatt,Ghulam,1998-01-01,162,7,11650,Action,"Anjum Rajabali, Prithvi Vazir, Vikram Bhatt, Aamir Khan"
8610,tt0190506,Killer 2,Juliusz Machulski,Kiler-Çüw 2-Çüch,1999-01-01,127,6,4326,Comedy,"Janusz Rewinski, Zdzislaw Ambroziak, Cezary Pazura"
8615,tt0190611,Captain Pantoja and the Special Services,Francisco J. Lombardi,PantaleÇün y las visitadoras,1999-01-01,137,7,2550,Comedy,"Aristóteles Picho, Francisco J. Lombardi, Angie Cepeda"
8616,tt0190798,Solas,Benito Zambrano,Solas,1999-01-01,101,7,3769,Drama,"María Galiana, Ana Fernández, María Galiana"
8617,tt0190861,Vatel,Roland Joffé,Vatel,2000-01-01,103,6,8005,Biography,"Nick Robinson, Gérard Depardieu"
8618,tt0190865,Vertical Limit,Martin Campbell,Vertical Limit,2000-01-01,124,5,63013,Action,"Chris O'Donnell, Izabella Scorupco, David Hayman, Scott Glenn"
8622,tt0191037,Circus,Rob Walker,Circus,2000-01-01,95,5,2312,Crime,"David Logan, John Hannah"
8623,tt0191043,The Color of Paradise,Majid Majidi,Rang-e khoda,1999-01-01,90,8,17654,Drama,NONE
8629,tt0191397,The Replacements,Howard Deutch,The Replacements,2000-01-01,118,6,66757,Comedy,"Bobby DeAngelo, Michelle Courtney, Brett Cullen, Keanu Reeves"
8633,tt0191636,Widow of St. Pierre,Patrice Leconte,La veuve de Saint-Pierre,2000-01-01,112,7,5640,Drama,"Rémi Bergman, Marc Béland, Julián Gutiérrez, Juliette Binoche"
8634,tt0191754,28 Days,Betty Thomas,28 Days,2000-01-01,103,6,51738,Comedy,"Christina Chang, Lisa Sutton, Suzanne Davis, Sandra Bullock"
8636,tt0191821,The White Suit,Lazar Ristovski,Belo odelo,1999-01-01,90,5,1005,Comedy,"Radmila Shegoleva, Danica Ristovski, Bogdan Jakus, Lazar Ristovski"
8639,tt0191996,Essex Boys,Terry Winsor,Essex Boys,2000-01-01,102,6,4180,Crime,"Terry Winsor, Michael McKell, Andrew Michael Jolley, Charlie Creed-Miles"
8643,tt0192194,Julien Donkey-Boy,Harmony Korine,Julien Donkey-Boy,1999-01-01,94,6,7494,Comedy,"Ricky Ashley, Donna Smith, Ewen Bremner"
8644,tt0192255,The Little Vampire,Uli Edel,The Little Vampire,2000-01-01,95,5,10859,Adventure,"Dean Cook, Ace Young, Jonathan Lipnicki"
8646,tt0192377,The Knife,Miroslav Lekic,Noz,1999-01-01,135,8,3444,Drama,"Jasmina Vecanski, Aleksandar Dunic, Bojana Maljevic, Zarko Lausevic"
8648,tt0192614,The Skulls,Rob Cohen,The Skulls,2000-01-01,106,5,32895,Action,"Robert Thomas, Paul Walker III, Henry Alessandroni, Joshua Jackson"
